identity_time_interval,bill_billing_period_end_date,bill_billing_period_start_date,identity_line_item_id,line_item_blended_cost,line_item_unblended_cost,line_item_operation,line_item_product_code,line_item_resource_id,line_item_usage_amount,line_item_usage_end_date,line_item_usage_start_date,resource_tags,line_item_usage_start_date_comparison
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,l5uzf663gameloiaprk4m5bbtbhwvvtqd6rbqoqzi3evxcpr3sqq,7.2e-06,7.2e-06,HeadBucket,AmazonS3,costs-bucket-daily,18.0,2024-05-20T09:00:00.000Z,2024-05-20T00:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBTB2MHRTUR:mshaik""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,3vli6p2s2zbl26eq3qdp2c37rx5yp4hpdyx2auxhxii3vvbmktoa,9e-06,9e-06,DescribeKey,awskms,arn:aws:kms:us-east-2:076395046979:key/ee37c9fc-8e72-48d7-a4c0-844f02430b6e,3.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,q4m3jawu5qnanh7skbgbpa6dkmru7b4m5prr34k6wi2piln6f2va,2.2e-09,2.2e-09,ReadNotificationProps,AmazonS3,msms3,2.142e-07,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB6ACEVXFXM:mmaradkar""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,l6iixcrpse66aewdon54j5zxmz2yqkw6eac5nu4xsmaciltddq5a,1e-09,1e-09,ReadLocation,AmazonS3,t51bfraveiceberg,1.006e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,54q2ki4x5ibxi3rvzfxnreapmxgl3n3k7gqwfzmiwmn7sdyfhgeq,9e-06,9e-06,DescribeKey,awskms,arn:aws:kms:us-east-2:076395046979:key/4be41cc3-6a5a-460a-b7ec-805c20d319b0,3.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,phtas3mlggbpkw4ohsfw5wcyunj2mb2sgckh6axac2cexxhirldq,3e-06,3e-06,GetKeyRotationStatus,awskms,arn:aws:kms:us-east-2:076395046979:key/1f4b0767-0098-4cb6-93d4-4ce47523ddbe,1.0,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,snljebxpmhqqkrc7d2sfnjiezwniad2kmjtlnyvb2sui4gklnmla,4e-07,4e-07,ReadAccelerate,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,1.0,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,inomb427a2xa7zemcah3yjciukhagfhmvho5dznfn6rrdj4mmtdq,4e-09,4e-09,ReadLocation,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,2.012e-07,2024-05-20T09:00:00.000Z,2024-05-20T08:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,7j43ainmvdc4qfkfqmnhltgvc3kuamzxsg6qnttq4kgvos42ajja,6.7e-09,6.7e-09,ReadBucketReplication,AmazonS3,config-bucket-076395046979,6.612e-07,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBTB2MHRTUR:mshaik""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,4suhvgl65eonuuk4hh2jpm7ktvfg2i35byawzota7ug6p3z4v45a,5.1e-09,5.1e-09,ReadLocation,AmazonS3,doc-example-bucket-958f97ec-0025-428c-9d7c-eb07e6165eea,2.552e-07,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB6XUYRRRE2:sdevare""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,nk6clpu5w7o4s3qdtkncp2ivomboak4nxafm74ecf5xevbi7qfra,0.0,0.0,PutObject,AmazonS3,team-51-ab-msk-connect-sink,0.0001925826,2024-05-20T04:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBRMA7G6T4M:amsoni"",""user_name"":""team-51-ab-msk-connect-sink""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,f2qs573wrbuiim2us7zelwqyfz7yr2tscxakdays7ynztmnk3ajq,4.41e-08,4.41e-08,ListAccessPoints,AmazonS3,,4.4127e-06,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,7s44q6wovr6dyh6sadhewqj72fkxkswhnthvjwxvq43eu7slqqia,1.2e-09,1.2e-09,ListVaults,AmazonGlacier,,5.58e-08,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,pxk4u6idmxaawxio4whfkui4ainntghwrn7g3jhrrridvtirdfua,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-west-2:076395046979:key/b9aba327-b5a9-480f-8628-11bc6d0daad4,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,xq2tu44zamtp45pn62jkv2vopox3hvcv7g3pksnuuodlv4pfufja,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-east-1:076395046979:key/d4422e04-e341-43c8-a8f2-469391bdacf0,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,w3htwyxzoa5r6ykl26g3xjfrqwvayql333nsybuprc4hf5bugava,5.741e-07,2.6211e-06,Storage,AWSGlue,,0.2620967745,2024-05-20T10:00:00.000Z,2024-05-20T00:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,emnwwnfm7upa5aq4whbqwqacse6oni4wcewljeoylmkm2amgazia,1.2e-06,1.2e-06,ReadLogProps,AmazonS3,kardashian-bucket,3.0,2024-05-20T09:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:aansari@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,75cqkplfsbc73dveffjnjqtdq6gyui4thpci4bq6oxed6cpr76mq,4e-07,4e-07,Create,AWSQueueService,arn:aws:sqs:us-east-1:076395046979:9828eada-971c-45fd-9512-a86856284233_sandbox,1.0,2024-05-20T02:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ogpsj7utkx7gotfsmzvhekctfwdklen3ckjomsgh3xrkbdxqphfq,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-east-1:076395046979:key/10030ae0-324b-4a01-8853-e94c85bcd161,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,gbm5ibmvkub4dzilmfnld2verejev3jdfvcolabsudh7idewd5hq,0.014784946,0.014784946,CurrentKeys,awskms,arn:aws:kms:us-east-1:076395046979:key/f45f9fb1-a6d6-4ea1-a79b-0f3cc4542751,0.014784946,2024-05-20T11:00:00.000Z,2024-05-20T00:00:00.000Z,"{""user_product"":""Conmannotifications"",""user_cost_center"":""Site Management"",""user_company"":""mdsol"",""user_environment"":""blue"",""user_owner"":""Prakash Kumar"",""user_tenant"":""blue"",""user_name"":""ctms-flow-key""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,vgnol644hojxxwli3aw7sbqldxyff6ira3gx4d4v4o4byh75uqnq,4e-07,4e-07,ReadACL,AmazonS3,t51bficebergrave2,1.0,2024-05-20T02:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,i6zizan7dk735z3fcszjokx4ud7uts3scu62zxztbqbm64pgkcla,3e-06,3e-06,GetKeyRotationStatus,awskms,arn:aws:kms:us-east-1:076395046979:key/f4307c2a-e047-467d-bb18-b261ae643ac4,1.0,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,nk3navt4tm2b7r5hnvh4lx5chbfx2s6skok3cnzwrj5ixtqmkthq,0.0,0.0,Unknown,AmazonStates,,3.4357e-06,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,4l3tfgr74aq5nbmqdvilnpyvm3pji3g66vzqauj5dbop4xiwfcxq,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-east-1:076395046979:key/357828c5-1e49-4547-b4d1-f60148353645,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,cbkiwzll6mgwgi7tpxsgizldib4z7wvtuueg3wxmt6rc2hyunafa,6.1e-09,6.1e-09,ReadBucketPublicAccessBlock,AmazonS3,team-51-ab-msk-connect-sink,6.147e-07,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBRMA7G6T4M:amsoni"",""user_name"":""team-51-ab-msk-connect-sink""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,dqkie76f5ewd4ukilrfbneb5aoefcesuye4zeu2fzj5siupdqduq,5.988e-07,6e-07,Invoke,AWSLambda,arn:aws:lambda:us-east-1:076395046979:function:custodian-iam-key-not-used-ever-lambda,3.0,2024-05-20T09:00:00.000Z,2024-05-20T08:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,tuegvm4qkrrkxucyexh6v4gr6wophzhyc6ckpirxumd34fctldpa,4e-09,4e-09,ReadLocation,AmazonS3,t51bfraveiceberg,2.012e-07,2024-05-20T09:00:00.000Z,2024-05-20T08:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,4caywcjcjhrk3uvorcqjqqmg76olhr2h3uzan6lgzqzkf5wrjbqa,3e-06,3e-06,GetKeyRotationStatus,awskms,arn:aws:kms:us-west-1:076395046979:key/5b8a2a21-ca2f-4201-8e91-c860d85da16c,1.0,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,atjgzkutj2xnmc4ux7xxifvqz5dvetb2ivbyil2zb65ucwokjh7q,7.8e-09,7.8e-09,ReadLocation,AmazonS3,doc-example-bucket-958f97ec-0025-428c-9d7c-eb07e6165eea,3.828e-07,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB6XUYRRRE2:sdevare""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ven5fuzxboeozrvd7buynx2hc3kuvb6r3ainb6xvar5s2n4ryt6a,0.0,0.0,ListTopics,AmazonSNS,,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,xkdod4mbwubvzq36pmcfbhzfqfooc7yf3hj2hj6g25nmpz5bvlsq,8e-07,8e-07,ReadBucketPolicy,AmazonS3,medsingestorziptest,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBWNLTRZ5F4:abodhale""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,wxyririw6y5iadt5z4neiwxzyvnsc3562qz2dfnp2b4ylgz6haza,5.1e-09,5.1e-09,ReadLocation,AmazonS3,hp-maudit-test,2.552e-07,2024-05-20T09:00:00.000Z,2024-05-20T08:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:hpoon@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,epake2zg5xwzzappay2vsnmvd3rho435vi6zn3xwjlk5uc2ffg3q,6.1e-09,6.1e-09,ReadBucketPublicAccessBlock,AmazonS3,kardashian-bucket,6.072e-07,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:aansari@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,4nhxopmoujod56lc5tym5mlcwnsyco4pwebu3a3n5htw4uglcria,0.0,0.0,PutObject,AmazonS3,edgectms-gateway-envprep--serverlessdeploymentbuck-bpgw86lvpt0e,0.0015649991,2024-05-20T08:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:ubeig@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,tr53gdjccgb7nro24owb4l5u43qasy56k5s4pmzb6rdxk6dddi5q,6.3e-09,6.3e-09,ReadBucketReplication,AmazonS3,msms3,6.296e-07,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BB6ACEVXFXM:mmaradkar""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,aor6jqhhbzcalgjncvtyhwvtlmcyp4f4wxrqymqibkq3jughazpq,3e-06,3e-06,GetKeyRotationStatus,awskms,arn:aws:kms:us-west-2:076395046979:key/ff31be89-50e5-421e-af4f-0724156d1eb0,1.0,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,wxz2esiskx7emerpvtgw3fneecvk6fcsn2inwrr245a2lr7h7udq,0.00318,0.00318,,AWSCloudTrail,,159.0,2024-05-20T07:00:00.000Z,2024-05-20T02:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,gpioickgbifnmlb2y6fcznq6omw65gk4jaasd7bhzwdbfjrdtqfq,5.8e-09,5.8e-09,ReadBucketPolicy,AmazonS3,medsingestorziptest,5.812e-07,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBWNLTRZ5F4:abodhale""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,xys7ckftgk6xerevjbzvygwx7gmxyg5p4hdlx7wfszc33j3sqzpq,0.000161,0.000161,,AWSCloudTrail,,46.0,2024-05-20T09:00:00.000Z,2024-05-20T02:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,hbefirnbbcivd6onvtuaoizpye2mvlvldseoeyupmr4qd4bbv2wq,6.28e-08,6.28e-08,ListAllMyBuckets,AmazonS3,,3.1404e-06,2024-05-20T02:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,2dd2mupm3pnrjkjvsdkaumt6hjuwsn5tavlgpyxtafo6v4x6unxa,0.0,0.0,,AWSCloudTrail,,48.0,2024-05-20T04:00:00.000Z,2024-05-20T02:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,xj47m2vuk57llbchppd5wjwqsyegd4l3i7odqciboze22xnkvq6a,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-east-1:076395046979:key/ccb73e07-20de-48c3-9881-82337fc5247b,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,gin4vsj6gyvbmg3vevwoptmvf4kbbbepiarmrcs2wamhjdyecyfa,0.0,0.0,,AWSCloudTrail,,60.0,2024-05-20T08:00:00.000Z,2024-05-20T02:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,knfocjccogqmqaw6alqrlqykypzy7lrcdfsivmj7uvsh6a7snm7a,8e-07,8e-07,ReadBucketReplication,AmazonS3,twinonco-bucket-mbd12,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBX2JYLH7K6:mambikaprasad""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,loy2lidwhqdmudcfhw5vk5wukrpk4z5zxlruo4vx6rvlihyfde4a,9e-06,9e-06,DescribeKey,awskms,arn:aws:kms:us-east-2:076395046979:key/3692c01e-d4b6-4de3-b769-a1ab4a4bbf3d,3.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ugqva5g3g5ygk46cghv7zmmuvxlmzvzqxuchob4oad7gf57mkgtq,7.8e-05,7.8e-05,DescribeOpsItems,AWSSystemsManager,arn:aws:ssm:us-west-2:076395046979:opsitem/oi-xxxxxxxxxxxx,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,3ht56mnmytbdpeemusl2cl3tyjpj6orkg3eshaidhu6bv2bsu26a,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-east-1:076395046979:key/2a8834d4-9f3c-42fb-a26c-a567ba025a2a,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,nv6pcvvc4sgseepf7ggxrewsxtvizfxlu2jrndfin2vm5ebzcytq,3e-06,3e-06,GetKeyRotationStatus,awskms,arn:aws:kms:us-east-1:076395046979:key/aa9de7f5-78cb-435e-8af8-100e84647c8e,1.0,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,im5za7oi65fny4wuxzsmxwlj2gvaarjuobzrna2mqpymr72bc2ma,6e-06,6e-06,DescribeKey,awskms,arn:aws:kms:us-west-1:076395046979:key/5b8a2a21-ca2f-4201-8e91-c860d85da16c,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,qmn7t5nyy7v2ci6di5p57a462hgn6crlvipbcsrclerr6djys77q,0.0,0.0,ListTopics,AmazonSNS,,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,imtqiaamqoncvsdfdrz35k2z425ujagv466r4egnm3hceh6kku7q,4.68e-08,4.68e-08,HourlyStorageMetering,AmazonCloudWatch,arn:aws:logs:us-east-2:076395046979:log-group:/aws/lambda/custodian-missing_lambda_mdsol_tags,1.5605e-06,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,qai3wz2guqevko2hneebr6e3mnhui4wzmjvnegd2ahz5ggkr43ua,5.1e-09,5.1e-09,ReadLocation,AmazonS3,coder-blue,2.552e-07,2024-05-20T09:00:00.000Z,2024-05-20T08:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:hpoon@sdaws.imedidata.com""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,mcbh2sbvsrevxwdynwqr5gfflnrcnvk4sq3kupgjdom2gg7tbqdq,0.0,0.0,,AWSCloudTrail,,509.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,5ie6qs2hsl4gb3h4edvansw53ntc35spya7blwvvjqmrmwmhgffq,2.4,2.4,IngestionOCU,AmazonES,arn:aws:osis:us-east-1:076395046979:pipeline/map-aim-test-pipeline-2,10.0,2024-05-20T10:00:00.000Z,2024-05-20T00:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,dla6ouo3uhqnr27m56b72zmqen75djb2xcal7mw3ivxd6ybvhdaa,1.2e-06,1.2e-06,ReadLogProps,AmazonS3,costs-bucket-daily,3.0,2024-05-20T09:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBTB2MHRTUR:mshaik""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,h6u5o5ag62sbdszhp3dioflpatbqbqodznti4is2vxqo6gp4677q,1.72618e-05,1.72618e-05,HourlyStorageMetering,AmazonCloudWatch,arn:aws:logs:us-east-2:076395046979:log-group:/aws/containerinsights/eks-demo/application,0.0005753923,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,rwz24nydgiugfygg32xdbp4crc4xwbxebgjyoge7tqiwt6fszpta,1.07e-08,1.07e-08,HourlyStorageMetering,AmazonCloudWatch,arn:aws:logs:us-east-2:076395046979:log-group:/aws/lambda/metricsNormalizerLambda,3.566e-07,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,zun2pbbwrwmn2clvhyh6ojyrnh5dbuwwwjo2ikxa23tdpdiifdka,4.56e-05,4.56e-05,Send,AWSQueueService,arn:aws:sqs:us-east-1:076395046979:Maultiaccount_testing-1,114.0,2024-05-20T10:00:00.000Z,2024-05-20T01:00:00.000Z,{},2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,cqck37h3x4zoynzvr6rc7xcpddrk3yovvosxrfjq6e2gl2jxpveq,0.014784946,0.014784946,CurrentKeys,awskms,arn:aws:kms:us-east-1:076395046979:key/046d71d1-a15d-4c68-9c99-1b582050f16f,0.014784946,2024-05-20T11:00:00.000Z,2024-05-20T00:00:00.000Z,"{""user_product"":""CTMS-Devtools"",""user_cost_center"":""ClinOps"",""user_company"":""mdsol"",""user_environment"":""blue"",""user_owner"":""Prakash Kumar"",""user_tenant"":""blue"",""user_name"":""vpc-flow-key""}",2024-05-20
2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,anzb2hz2mh57ry2ieu77mom7mpbiszdxx2r4hlxc3u2lbijz2rwq,8e-07,8e-07,ReadVersioningProps,AmazonS3,loki-3,2.0,2024-05-20T08:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""AssumedRole:AROARDSL75BB3BYXL3A6J:sokato@sdaws.imedidata.com""}",2024-05-20
