tags,configurationItemVersion,configurationItemCaptureTime,configurationItemCaptureDate,configurationStateId,awsAccountId,configurationItemStatus,resourceType,resourceId,awsRegion,identity_time_interval,bill_billing_period_end_date,bill_billing_period_start_date,identity_line_item_id,line_item_blended_cost,line_item_unblended_cost,line_item_operation,line_item_product_code,line_item_resource_id,line_item_usage_amount,line_item_usage_end_date,line_item_usage_start_date,resource_tags
{},1.3,2024-05-20T05:43:02.777Z,2024-05-20,1716183782777,076395046979,ResourceDeleted,AWS::S3::Bucket,t51bficebergrave2,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,enqt5hri5gk7ixfh4p6iwfxwkz74xpcpb5hbwhperaosmgdqzbiq,3.2e-09,3.2e-09,ReadBucketReplication,AmazonS3,t51bficebergrave2,3.166e-07,2024-05-20T02:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:43:02.777Z,2024-05-20,1716183782777,076395046979,ResourceDeleted,AWS::S3::Bucket,t51bficebergrave2,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,pdavxuman6tlcstegn34fe36tpno2expfcsp7kjce7pco6jkbnsq,2e-09,2e-09,ReadLocation,AmazonS3,t51bficebergrave2,2.012e-07,2024-05-20T05:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:43:02.777Z,2024-05-20,1716183782777,076395046979,ResourceDeleted,AWS::S3::Bucket,t51bficebergrave2,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,rxivxatoq4je54n34r3odwmmt2d27uhiivpkp5cwwyusgfedwjya,8e-07,8e-07,GetObject,AmazonS3,t51bficebergrave2,2.0,2024-05-20T06:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:43:02.777Z,2024-05-20,1716183782777,076395046979,ResourceDeleted,AWS::S3::Bucket,t51bficebergrave2,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,klrfychw6u3yxgleaiuyk53ezwcy4d4zysvzdcyek5xcps2gzmbq,2.5e-05,2.5e-05,ListBucket,AmazonS3,t51bficebergrave2,5.0,2024-05-20T06:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:43:02.777Z,2024-05-20,1716183782777,076395046979,ResourceDeleted,AWS::S3::Bucket,t51bficebergrave2,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,trm7guc5kyrezxqpiu4agsrv2opqlonqra3b4rxbyrxicvg6dd7q,4e-09,4e-09,ReadLocation,AmazonS3,t51bficebergrave2,2.012e-07,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:43:02.777Z,2024-05-20,1716183782777,076395046979,ResourceDeleted,AWS::S3::Bucket,t51bficebergrave2,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,pdq4bl4qqy7dpvykheplmltqdwftwirrwqvndp3wcjd57yqmy6tq,4e-07,4e-07,ReadBucketServerSideEncryption,AmazonS3,t51bficebergrave2,1.0,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:43:02.777Z,2024-05-20,1716183782777,076395046979,ResourceDeleted,AWS::S3::Bucket,t51bficebergrave2,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,cer5a7dzq5qpnhvb6t45vxlkzoxnwghj4rjuvmcjcrutvtsmxu6q,6.1e-09,6.1e-09,ReadBucketPublicAccessBlock,AmazonS3,t51bficebergrave2,6.072e-07,2024-05-20T04:00:00.000Z,2024-05-20T03:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:43:02.777Z,2024-05-20,1716183782777,076395046979,ResourceDeleted,AWS::S3::Bucket,t51bficebergrave2,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,tuttwgfvs5wsiodyesdvovcfag5iruylwowej3abxujh3zcjbf6a,2.7e-09,2.7e-09,ReadLogProps,AmazonS3,t51bficebergrave2,2.692e-07,2024-05-20T02:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:43:02.777Z,2024-05-20,1716183782777,076395046979,ResourceDeleted,AWS::S3::Bucket,t51bficebergrave2,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,mcdt2wip6su4nwlcvnjcq3vewd4gyku4mdloxbb4fm75br6oivwa,2.7e-09,2.7e-09,ReadBucketLifecycle,AmazonS3,t51bficebergrave2,2.71e-07,2024-05-20T02:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:43:02.777Z,2024-05-20,1716183782777,076395046979,ResourceDeleted,AWS::S3::Bucket,t51bficebergrave2,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,mx3nm7uj3544cmzjojjkuxhdkxgw4rlhqe6mbozme3sggkpm2vrq,6e-09,6e-09,ReadLocation,AmazonS3,t51bficebergrave2,3.018e-07,2024-05-20T03:00:00.000Z,2024-05-20T00:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:43:02.777Z,2024-05-20,1716183782777,076395046979,ResourceDeleted,AWS::S3::Bucket,t51bficebergrave2,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,s7io3dc6ej6qrxlsrpywragox3pfrp2ib5x6o7xzcznglzcx5ajq,4e-07,4e-07,ReadLogProps,AmazonS3,t51bficebergrave2,1.0,2024-05-20T02:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:43:02.777Z,2024-05-20,1716183782777,076395046979,ResourceDeleted,AWS::S3::Bucket,t51bficebergrave2,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,uqtja5rhbnnkkyhumqwmagrwzlo3zs3rvfinaiejfszq2v4iixtq,1.1e-09,1.1e-09,ReadNotificationProps,AmazonS3,t51bficebergrave2,1.071e-07,2024-05-20T02:00:00.000Z,2024-05-20T01:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ofh6sv7sd73yglolagvk2346eetcclbsdd6fnymkxw3euvjqnq2a,3.6e-06,3.6e-06,HeadBucket,AmazonS3,t51bfraveiceberg,9.0,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,xi3mye34mbm5u3u4k2digpjh5iliid3blqsm7rrwwq2543vxwvfq,1.1e-09,1.1e-09,ReadNotificationProps,AmazonS3,t51bfraveiceberg,1.071e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,l5rsf6famvkyouspxkr4hmr2n6u5u2jwkgo3rq4xqwthxgr74voq,4.8e-06,4.8e-06,ReadLocation,AmazonS3,t51bfraveiceberg,12.0,2024-05-20T09:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,4bx2eyyyya4krmatflwumqiumlusbcuo63s4ug6vx6ftmf2q32hq,4e-09,4e-09,ReadLocation,AmazonS3,t51bfraveiceberg,2.012e-07,2024-05-20T07:00:00.000Z,2024-05-20T06:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,hnf2odte32vs3wsm26dqgszwsgyhvsxjrfgefdwtxwglpmj3maeq,3.2e-09,3.2e-09,ReadBucketReplication,AmazonS3,t51bfraveiceberg,3.157e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,f4lbse4dxfguhhfjj5nik7qezxdxneakoigtxfvnx5n6536fspkq,7.12e-05,7.12e-05,GetObject,AmazonS3,t51bfraveiceberg,178.0,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,sdqs54l7jkgbsc5g6n5f4bibdee2ctmfi2nr3t6t6m2fborfoa4a,0.0001288,0.0001288,HeadObject,AmazonS3,t51bfraveiceberg,322.0,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,bee4qvhh4f6vf3rpu46hhbo42m6nghzywpb7hymd4w7yil6w4n5q,1e-05,1e-05,CreateBucket,AmazonS3,t51bfraveiceberg,2.0,2024-05-20T06:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,nkcf4hunvhgqym5fcn6f664qrvb6nju5a4wt5a2ypa73kqmvggga,1.2e-06,1.2e-06,ReadACL,AmazonS3,t51bfraveiceberg,3.0,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,c5xr4dp3fpcpicikawdzil5nq3wfhmkbwek5heuoxb27gykyvazq,1.62e-08,1.41e-08,ReadLocation,AmazonS3,t51bfraveiceberg,2.012e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,c2ij5zqew5anjwbcuflsx2awffocnjjastdsy3bgsoks2xs3cpkq,2e-09,2e-09,ReadLocation,AmazonS3,t51bfraveiceberg,1.006e-07,2024-05-20T09:00:00.000Z,2024-05-20T08:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,whymvmfube2iqjs3rawfonn6psdl433oqnpr3ywvpazvl42tc52q,3.7967e-06,3.2964e-06,HeadObject,AmazonS3,t51bfraveiceberg,4.70913e-05,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ir3q3ydga6yqxzb4gkhe5d7xkxnuqb76jqyoxd2vcitcc45mzk2a,5e-06,5e-06,ListBucketVersions,AmazonS3,t51bfraveiceberg,1.0,2024-05-20T06:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,3xn6vsmrqv4mx5fqcldu6obabijyviolalip4idshhghqelelh4a,1.2e-06,1.2e-06,ReadBucketPolicy,AmazonS3,t51bfraveiceberg,3.0,2024-05-20T08:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ofzxdjh5mm6ar2asnrem5zxrsc7xoke4oref2isa5zhgyaprouiq,4e-07,4e-07,ReadNotificationProps,AmazonS3,t51bfraveiceberg,1.0,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,qollla4xkkooxgke3rjbjqx25ekbtwl3x2ffctkfmlgodvw3zdfq,4.5743e-06,3.9715e-06,InitiateMultipartUpload,AmazonS3,t51bfraveiceberg,5.67362e-05,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,4llosztos5hl3zzuqr6htpbuujabvfxbhtvzhwhlttetua7wx2ea,1.1e-09,1.1e-09,ReadVersioningProps,AmazonS3,t51bfraveiceberg,1.052e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,kfwrsgnvmxzw3sk6uexzvf3uzlckq5j4gtudecgc3aqovpaalwxq,5.202e-06,4.5165e-06,CompleteMultipartUpload,AmazonS3,t51bfraveiceberg,6.4522e-05,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,hvx3vng5xw4zlo3tjl2a2xfgu7rt4au26vnyuwe3vkv2xhda5uqq,5.1e-09,5.1e-09,ReadACL,AmazonS3,t51bfraveiceberg,5.122e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ruxcoiputjiao4q6hmyimfuqd5xsufe4plcrtua4bydhdbdkg3ua,2.9e-09,2.9e-09,ReadBucketPolicy,AmazonS3,t51bfraveiceberg,2.878e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,jcz3hxgbbrvtvnyki2hvz3hznkwmuz4zlveijvykl36y6qot57na,0.0,0.0,UploadPart,AmazonS3,t51bfraveiceberg,0.0002392038,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,ypxm5pbxhjafaxr7nxu7rzs3ijepk4iftdus5ylogly2hre7ptfq,2.8e-09,2.8e-09,ReadCostAllocation,AmazonS3,t51bfraveiceberg,2.757e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,zplihuyzmwf4pa6iznku5xytgvez6e3jxgpmowfwgk2nkypc2ria,2.34802e-05,2.03862e-05,GetObject,AmazonS3,t51bfraveiceberg,0.0002912302,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,tyytzqxrtkfujocsilejaknpu3cujwj7jr4ig4rxt6fqqbbb7o5a,2.7e-09,2.7e-09,ReadLogProps,AmazonS3,t51bfraveiceberg,2.692e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,l6iixcrpse66aewdon54j5zxmz2yqkw6eac5nu4xsmaciltddq5a,1e-09,1e-09,ReadLocation,AmazonS3,t51bfraveiceberg,1.006e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,tuegvm4qkrrkxucyexh6v4gr6wophzhyc6ckpirxumd34fctldpa,4e-09,4e-09,ReadLocation,AmazonS3,t51bfraveiceberg,2.012e-07,2024-05-20T09:00:00.000Z,2024-05-20T08:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,4xnudergr5h3qhmtda7mcztquxuc226rz5oaqvonujcttpikyzvq,0.00072,0.00072,InitiateMultipartUpload,AmazonS3,t51bfraveiceberg,144.0,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,pmbj5aqbvunmmrrrjde6qc2ka63ot6oaimct3pexxx2nks76tadq,0.00072,0.00072,CompleteMultipartUpload,AmazonS3,t51bfraveiceberg,144.0,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,xpvtmgvlnxle34hrpqau2jnsmuvesiaw3bruqa3letsvwgjiut7q,0.00072,0.00072,ListBucket,AmazonS3,t51bfraveiceberg,144.0,2024-05-20T09:00:00.000Z,2024-05-20T05:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,l2hbzlxdy6xc55yq2hp3gjgfuyisgguahg2u3qzzuohz6ncqch3a,4e-09,4e-09,ReadLocation,AmazonS3,t51bfraveiceberg,2.012e-07,2024-05-20T08:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
{},1.3,2024-05-20T05:42:53.982Z,2024-05-20,1716183773982,076395046979,ResourceDiscovered,AWS::S3::Bucket,t51bfraveiceberg,us-east-1,2024-05-20T00:00:00Z/2024-05-21T00:00:00Z,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,l5h4zlugebgscvgvtnxclyqj33t7ybs6ucypk7imfqk7ptbjtlwa,8e-07,8e-07,ReadLogProps,AmazonS3,t51bfraveiceberg,2.0,2024-05-20T09:00:00.000Z,2024-05-20T07:00:00.000Z,"{""aws_created_by"":""IAMUser:AIDARDSL75BBZTH6UAAJX:bflanaghan""}"
